date,places
19.07.2021,"Балчик, Добрич, Изворово, Каварна, Камен, Камен бряг, Кардам, Краище, Красен, Ловчанци, Оброчище, Опанец, Паскалево, Росен, Стефаново, Тервел, Царевец, Шабла"
18.07.2021,"Добрич, Кочмар, Крушари, Тервел"
16.07.2021,"Балик, Балчик, Бобовец, Вратарите, Добрич, Дончево, Каварна, Кочмар, Оброчище, Одринци, Смин, Тервел, Хитово, Челопечене, Шабла"
15.07.2021,"Балчик, Бобовец, Богдан, Вратарите, Врачанци, Горичане, Добрич, Каварна, Кардам, Опанец, Росеново, Хитово, Шабла"
14.07.2021,"Александрия, Балканци, Балчик, Божан, Божурово, Бонево, Видно, Вранино, Гешаново, Гурково, Добрич, Дончево, Захари Стояново, Каварна, Конаре, Коритен, Крушари, Ловчанци, Лозенец, Лясково, Нова Камена, Орляк, Росен, Тервел, Тригорци, Челопечене, Черноморци, Шабла"
13.07.2021,"Балканци, Балчик, Бежаново, Видно, Вранино, Гурково, Добрич, Житница, Каварна, Кладенци, Конаре, Кранево, Методиево, Опанец, Славеево, Стефаново, Тервел, Тригорци, Челопечене"
12.07.2021,"Александрия, Балчик, Бежаново, Безводица, Бенковски, Вичово, Вранино, Добрич, Дончево, Драганово, Дропла, Каварна, Крушари, Методиево, Опанец, Пролез, Шабла"
11.07.2021,"Добрич, Дончево, Драганово, Опанец"
09.07.2021,"Балчик, Бранище, Врачанци, Горичане, Добрич, Дъбовик, Каблешково, Каварна, Кладенци, Красен, Методиево, Оброчище, Тервел, Хитово, Шабла"
08.07.2021,"Балчик, Бобовец, Вратарите, Врачанци, Гешаново, Горичане, Добрич, Каварна, Кладенци, Кранево, Методиево, Овчарово, Опанец, Стожер, Тервел, Топола, Шабла"
07.07.2021,"Балчик, Вратарите, Добрич, Енево, Сърнец, Тервел, Шабла"
06.07.2021,"Балчик, Вратарите, Врачанци, Дебрене, Добрич, Росеново, Църква, Шабла"
05.07.2021,"Александрия, Балчик, Българево, Вратарите, Врачанци, Гешаново, Граничар, Добрич, Змеево, Каварна, Крушари, Малина, Тервел, Царевец, Шабла"
04.07.2021,"Добрич, Кочмар, Тервел"
03.07.2021,"Добрич, Каварна, Подслон, Раковски"
02.07.2021,"Балчик, Бдинци, Воднянци, Врачанци, Добрич, Драганово, Кранево, Орляк, Приморци, Рогачево, Сенокос, Тервел, Шабла"
01.07.2021,"Александрия, Балик, Бдинци, Врачанци, Гешаново, Добрич, Зърнево, Крушари, Орляк, Паскалево, Тервел, Черна, Шабла"
30.06.2021,"Балчик, Бдинци, Ваклино, Врачанци, Гурково, Добрич, Каварна, Паскалево, Черна, Шабла"
29.06.2021,"Балчик, Българево, Воднянци, Врачанци, Гешаново, Добрич, Долина, Златия, Каварна, Козлодуйци, Крушари, Одърци, Паскалево, Раковски, Сенокос, Септемврийци, Шабла"
28.06.2021,"Балчик, Добрич, Златия, Зърнево, Каварна, Кардам, Краище, Крушари, Лозенец, Паскалево, Соколово, Стражица, Тервел, Шабла"
27.06.2021,Добрич
26.06.2021,"Балчик, Добрич, Дуранкулак, Методиево, Шабла"
25.06.2021,"Балик, Балчик, Ведрина, Добрич, Дуранкулак, Каварна, Кардам, Крушари, Сенокос, Септемврийци, Тервел, Тянево, Шабла"
24.06.2021,"Балчик, Гешаново, Добрич, Дончево, Дуранкулак, Каварна, Козлодуйци, Красен, Крушари, Оброчище, Опанец, Преселенци, Раковски, Стожер, Тервел, Тянево, Шабла"
23.06.2021,"Балик, Балчик, Добрич, Дуранкулак, Житница, Каварна, Крушари, Лозенец, Опанец, Рогачево, Сенокос, Тервел, Черна, Шабла"
22.06.2021,"Алцек, Балчик, Добрич, Изворово, Каварна, Кочмар, Крушари, Нова Камена, Преселенци, Сенокос, Стожер, Тервел, Черна"
21.06.2021,"Балчик, Горичане, Добрич, Каварна, Карапелит, Козлодуйци, Ловчанци, Орляк, Стожер, Тервел, Шабла"
20.06.2021,Добрич
19.06.2021,"Добрич, Каварна, Септемврийци"
18.06.2021,"Балчик, Божурово, Горичане, Добрич, Каварна, Крушари, Ловчанци, Лозница, Одринци, Паскалево, Росеново, Топола, Тянево, Шабла"
17.06.2021,"Балчик, Бобовец, Граничар, Добрич, Житница, Каварна, Кранево, Крушари, Ловчанци, Люляково, Одринци, Орляк, Селце, Тервел, Тянево, Черна, Шабла"
16.06.2021,"Безводица, Бенковски, Горун, Добрич, Долина, Крушари, Ловчанци, Люляково, Самуилово, Спасово, Хитово, Шабла"
15.06.2021,"Балик, Балчик, Бенковски, Добрич, Кранево, Самуилово, Сенокос, Тервел, Черна"
14.06.2021,"Балик, Балчик, Българево, Ведрина, Добрич, Каварна, Кочмар, Къпиново, Свобода, Сенокос, Сливенци, Тервел, Тянево"
13.06.2021,"Балчик, Добрич, Шабла"
12.06.2021,"Добрич, Каварна"
11.06.2021,"Балчик, Бенковски, Богдан, Гешаново, Добрич, Езерец, Каварна, Крушари, Къпиново, Люляково, Сенокос, Стефан Караджа, Сърнец, Тервел, Шабла"
10.06.2021,"Балчик, Бенковски, Богдан, Вранино, Добрич, Зърнево, Каварна, Къпиново, Оброчище, Росеново, Тервел"
09.06.2021,"Балчик, Безводица, Ведрина, Владимирово, Добрич, Крушари, Методиево, Пчелник, Стражица, Тервел"
08.06.2021,"Александрия, Балчик, Бенковски, Бонево, Гешаново, Добрич, Каварна, Крушари, Лозенец, Тервел, Честименско"
07.06.2021,"Бонево, Граничар, Добрич, Дуранкулак, Изворово, Каварна, Методиево, Овчарово, Орляк, Тервел, Тянево, Шабла"
05.06.2021,"Бдинци, Бонево, Владимирово, Войниково, Вратарите, Добрич, Орлова могила, Самуилово, Тервел, Честименско"
04.06.2021,"Балчик, Бенковски, Владимирово, Добрич, Дуранкулак, Красен, Паскалево, Стожер, Тервел, Шабла"
03.06.2021,"Гешаново, Добрич, Каварна, Кардам, Крапец, Методиево, Одърци, Орляк, Тервел, Шабла"
02.06.2021,"Вранино, Гешаново, Добрич, Каварна, Оногур, Орлова могила, Паскалево, Стожер, Тервел"
01.06.2021,"Бенковски, Горун, Добрич, Одърци, Стожер, Тюленово, Шабла"
31.05.2021,"Абрит, Алцек, Балчик, Добрич, Долина, Кардам, Крушари, Ломница, Миладиновци, Опанец, Тервел"
30.05.2021,"Бистрец, Добрич, Кардам, Крушари"
29.05.2021,"Добрич, Шабла"
28.05.2021,"Алцек, Балчик, Бобовец, Владимирово, Горун, Добрич, Долина, Каварна, Кочмар, Нейково, Поручик Чунчево, Стефан Караджа, Тервел, Узово, Шабла"
27.05.2021,"Балчик, Божан, Бонево, Добрич, Житен, Карапелит, Пчелино, Пчелник, Тервел"
26.05.2021,"Балчик, Безводица, Бобовец, Божан, Добрич, Каварна, Камен, Камен бряг, Кочмар, Орляк, Победа, Селце, Сенокос, Смолница, Тервел, Топола, Тянево, Църква"
25.05.2021,"Балчик, Било, Бобовец, Бранище, Гешаново, Добрич, Каварна, Кранево, Ново Ботево, Оброчище, Сираково, Славеево, Тервел, Шабла"
24.05.2021,"Добрич, Ново Ботево"
23.05.2021,Добрич
22.05.2021,Добрич
21.05.2021,"Балчик, Бранище, Видно, Вранино, Добрич, Каварна, Карапелит, Кранево, Опанец, Пролез, Сенокос, Стожер, Тервел, Челопечене, Шабла"
20.05.2021,"Балчик, Добрич, Долина, Дуранкулак, Каварна, Козлодуйци, Крушари, Нейково, Сенокос, Смолница, Тянево, Шабла"
19.05.2021,"Балик, Балчик, Било, Добрич, Драганово, Каварна, Кардам, Паскалево, Преселенци, Свобода, Тервел"
18.05.2021,"Балчик, Бранище, Врачанци, Добрич, Жегларци, Каварна, Кардам, Методиево, Орляк, Паскалево, Смолница, Соколово, Тервел"
17.05.2021,"Балчик, Бранище, Добрич, Каварна, Крушари, Могилище, Опанец, Паскалево, Росеново, Стожер, Телериг, Шабла"
16.05.2021,"Добрич, Тянево"
15.05.2021,Добрич
14.05.2021,"Балчик, Безводица, Бранище, Вранино, Добрич, Каварна, Красен, Опанец, Паскалево, Раковски, Смолница, Спасово, Тервел, Тянево"
13.05.2021,"Балчик, Богдан, Гешаново, Горун, Добрич, Житница, Каварна, Раковски, Стожер, Тянево, Шабла"
12.05.2021,"Балчик, Бобовец, Добрич, Загорци, Иречек, Крушари, Лозенец, Лясково, Одърци, Смолница, Тервел, Шабла"
11.05.2021,"Балчик, Божаново, Добрич, Каварна, Кардам, Ловчанци, Оброчище, Смолница, Спасово, Църква, Шабла"
10.05.2021,"Балчик, Батово, Видно, Врачанци, Добрич, Каварна, Кардам, Крушари, Къпиново, Одринци, Победа, Спасово, Тервел, Тянево, Шабла"
09.05.2021,"Добрич, Житница, Тянево"
08.05.2021,"Балчик, Добрич"
07.05.2021,"Балчик, Добрич, Змеево, Изворово, Йовково, Карапелит, Методиево, Спасово, Тюленово, Шабла"
05.05.2021,"Балчик, Бенковски, Българево, Войниково, Добрич, Каварна, Карапелит, Козлодуйци, Методиево, Плачидол, Рогозина, Тервел, Църква"
04.05.2021,"Добрич, Зимница, Кардам, Крушари, Паскалево, Росеново"
02.05.2021,"Добрич, Кардам, Тюленово, Тянево, Шабла"
01.05.2021,"Добрич, Кардам"
30.04.2021,"Добрич, Дончево, Каварна, Свети Никола"
29.04.2021,"Балчик, Добрич, Дончево, Драганово, Каварна, Кардам, Могилище, Паскалево, Славеево, Шабла"
28.04.2021,"Балчик, Бранище, Брястово, Гурково, Добрич, Каварна, Красен, Пчелник, Славеево, Тригорци, Шабла"
27.04.2021,"Балик, Балчик, Гурково, Добрич, Козлодуйци, Кочмар, Крагулево, Красен, Крушари, Нова Камена, Стефан Караджа, Сърнино, Тервел, Тригорци, Узово, Шабла"
26.04.2021,"Балчик, Брястово, Владимирово, Гурково, Добрич, Каварна, Козлодуйци, Крушари, Пчелник, Септемврийци, Стожер, Тюленово, Шабла"
25.04.2021,"Добрич, Дъбовик, Къпиново, Пленимир, Присад"
24.04.2021,"Добрич, Дуранкулак, Дъбовик, Къпиново, Методиево, Пленимир, Присад, Сърнино, Шабла"
23.04.2021,"Балканци, Балчик, Батово, Бенковски, Брястово, Гурково, Добрин, Добрич, Дропла, Дъбрава, Змеево, Каварна, Кардам, Конаре, Крушари, Нейково, Пчелник, Сенокос, Смолница, Тервел, Тригорци"
22.04.2021,"Балканци, Балчик, Батово, Ваклино, Воднянци, Гурково, Добрич, Дъбрава, Змеево, Каварна, Кардам, Конаре, Кремена, Орляк, Сенокос, Тервел, Тригорци, Шабла"
21.04.2021,"Балканци, Балчик, Батово, Брястово, Гурково, Добрич, Дропла, Дъбрава, Змеево, Каварна, Кардам, Конаре, Крушари, Орляк, Поручик Кърджиево, Свобода, Сенокос, Тервел, Тригорци, Тянево, Шабла"
20.04.2021,"Балчик, Бранище, Добрич, Козлодуйци, Пчелник, Рогачево"
19.04.2021,"Балчик, Батово, Бенковски, Бобовец, Врачанци, Градини, Добрич, Житен, Каварна, Кардам, Козлодуйци, Паскалево, Рогачево, Росеново, Сноп, Соколово, Стаевци, Тервел, Узово, Шабла"
18.04.2021,Добрич
16.04.2021,"Балик, Балчик, Батово, Владимирово, Добрич, Каварна, Коларци, Оброчище, Пчелник, Росен, Селце, Тервел"
15.04.2021,"Балчик, Добрич, Каварна, Козлодуйци, Присад, Соколово, Тервел, Тянево, Шабла"
14.04.2021,"Балчик, Бенковски, Божурово, Българево, Добрич, Дончево, Каварна, Одринци, Орляк, Тервел, Шабла"
13.04.2021,"Алцек, Балканци, Балчик, Бдинци, Бранище, Българево, Гурково, Добрич, Дропла, Дъбрава, Змеево, Каварна, Конаре, Кремена, Методиево, Нова Камена, Преспа, Рогачево, Сенокос, Смолница, Соколово, Спасово, Тервел, Тригорци, Тянево, Чернооково"
12.04.2021,"Балчик, Батово, Бонево, Вратарите, Гешаново, Добрич, Каварна, Карапелит, Лясково, Орляк, Пленимир, Победа, Росен, Тервел"
09.04.2021,"Балчик, Батово, Бенковски, Добрич, Каварна, Кочмар, Методиево, Орляк, Рогачево, Росен, Спасово, Тервел, Шабла"
08.04.2021,"Богдан, Ведрина, Добрич, Житен, Каварна, Кардам, Орлова могила, Тервел, Чернооково, Шабла"
07.04.2021,"Балчик, Бдинци, Владимирово, Вратарите, Дебрене, Добрич, Изворово, Каварна, Красен, Орляк, Паскалево, Победа, Самуилово, Тервел"
06.04.2021,"Балчик, Батово, Бдинци, Бенковски, Било, Владимирово, Вратарите, Градини, Добрич, Житен, Житница, Змеево, Каварна, Козлодуйци, Крушари, Ловчанци, Рогачево, Самуилово, Смолница"
05.04.2021,"Градини, Добрич, Победа, Стожер, Царевец"
03.04.2021,"Батово, Добрич, Методиево"
02.04.2021,"Балчик, Безводица, Богдан, Гешаново, Добрин, Добрич, Змеево, Йовково, Камен, Кардам, Кранево, Красен, Крушари, Къпиново, Мали извор, Методиево, Росеново, Славеево, Сърнино, Тервел, Шабла"
01.04.2021,"Балчик, Батово, Българево, Гурково, Добрич, Каварна, Кардам, Паскалево, Спасово, Тервел, Шабла"
31.03.2021,"Балчик, Безводица, Белгун, Богдан, Ведрина, Добрич, Изворово, Каварна, Коритен, Кранево, Крушари, Одринци, Паскалево"
30.03.2021,"Балчик, Бдинци, Безводица, Било, Владимирово, Вратарите, Врачанци, Градини, Добрич, Зърнево, Каварна, Кардам, Козлодуйци, Коритен, Крушари, Ловчанци, Люляково, Малка Смолница, Миладиновци, Орлова могила, Самуилово, Смолница, Тервел, Шабла"
29.03.2021,"Балчик, Батово, Бдинци, Бенковски, Било, Владимирово, Вратарите, Гурково, Добрич, Зърнево, Каварна, Кардам, Кладенци, Ловчанци, Лозница, Миладиновци, Орлова могила, Самуилово, Свобода, Тервел, Шабла"
28.03.2021,"Бдинци, Безводица, Владимирово, Вратарите, Добрич, Кардам, Ловчанци, Миладиновци, Орлова могила, Самуилово"
27.03.2021,"Балик, Добрич, Каблешково, Ловчанци, Миладиновци, Тервел"
26.03.2021,"Балчик, Бенковски, Бранище, Българево, Владимирово, Гуслар, Добрич, Каварна, Кардам, Ловчанци, Миладиновци, Спасово, Тервел, Узово, Шабла"
25.03.2021,"Балик, Балчик, Българево, Василево, Ведрина, Горица, Добрич, Каварна, Камен, Карапелит, Кардам, Крушари, Нейково, Шабла"
24.03.2021,"Балик, Балчик, Василево, Ведрина, Великово, Градини, Добрево, Добрич, Дропла, Каварна, Красен, Крупен, Овчарово, Одърци, Средина, Шабла"
23.03.2021,"Балчик, Бенковски, Добрич, Зограф, Изворово, Стефан Караджа"
22.03.2021,"Балчик, Безмер, Добрич, Енево, Одринци, Сенокос, Тервел, Шабла"
19.03.2021,"Балчик, Добрич, Змеево, Каварна, Котленци, Ломница, Тервел"
18.03.2021,"Балчик, Добрево, Добрич, Драганово, Змеево, Каварна, Паскалево, Победа, Пчеларово, Росеново, Царевец, Черна"
17.03.2021,"Балчик, Българево, Гешаново, Дебрене, Добрич, Драганово, Каварна, Методиево, Паскалево, Шабла"
16.03.2021,"Балчик, Бежаново, Българево, Ведрина, Дебрене, Добрево, Добрич, Зограф, Каварна, Котленци, Крагулево, Ломница, Ляхово, Методиево, Ново Ботево, Оброчище, Овчарово, Паскалево, Победа, Рогачево, Свобода, Сливенци, Смолница, Храброво, Царевец, Шабла"
15.03.2021,"Балик, Балчик, Добрич, Дропла, Дъбовик, Дъбрава, Змеево, Зограф, Каварна, Методиево, Одринци, Подслон, Пролез, Пчеларово, Северци, Сенокос, Шабла"
14.03.2021,"Балчик, Добрич, Дропла, Дъбрава, Змеево, Сенокос"
13.03.2021,"Добрич, Красен"
12.03.2021,"Балчик, Гешаново, Добрич, Каварна, Карапелит, Методиево, Подслон, Пчеларово, Рогачево, Свобода, Шабла"
11.03.2021,"Балчик, Българево, Гешаново, Добрич, Каварна, Карапелит, Подслон, Росеново, Тюленово, Шабла"
10.03.2021,"Балик, Балчик, Божан, Гешаново, Добрич, Каварна, Карапелит, Крагулево, Орляк, Подслон, Свобода, Спасово, Стражица, Тервел, Хаджи Димитър, Шабла"
09.03.2021,"Балик, Балчик, Българево, Добрич, Дъбрава, Каварна, Крушари, Подслон, Рогачево, Свобода, Сенокос, Средина, Тервел, Черна"
08.03.2021,"Балик, Балчик, Батово, Вичово, Градини, Добрич, Дропла, Житен, Житница, Каварна, Кочмар, Крапец, Крушари, Ловчанци, Смин, Сноп, Тервел, Узово, Шабла"
06.03.2021,"Балик, Добрич, Черноморци, Шабла"
05.03.2021,"Балик, Балчик, Божаново, Владимирово, Добрич, Каварна, Камен, Карапелит, Красен, Ловчанци, Орляк, Пролез, Стражица, Тервел, Шабла"
04.03.2021,"Балчик, Великово, Вратарите, Добрич, Дъбрава, Каварна, Кардам, Паскалево, Росица, Самуилово, Сноп, Тервел"
03.03.2021,"Българево, Добрич, Каварна, Сноп"
02.03.2021,"Балчик, Гурково, Добрич, Земенци, Каварна, Кранево, Крушари, Лясково, Огражден, Пролез, Росица, Самуилово, Славеево, Тервел, Тюленово, Шабла"
01.03.2021,"Абрит, Балчик, Българево, Великово, Горичане, Гурково, Добрич, Каварна, Карапелит, Крагулево, Крушари, Пролез, Пчелник, Самуилово, Узово, Шабла"
27.02.2021,"Добрич, Карапелит, Подслон, Пролез, Шабла"
26.02.2021,"Балчик, Владимирово, Гурково, Добрич, Зърнево, Каварна, Крушари, Орляк, Пролез, Селце, Смолница, Тервел, Честименско, Шабла"
25.02.2021,"Балчик, Добрич, Дъбрава, Каварна, Котленци, Крушари, Пролез, Шабла"
24.02.2021,"Абрит, Балчик, Василево, Гешаново, Градница, Гурково, Добрич, Дропла, Дъбрава, Змеево, Зърнево, Каварна, Кардам, Конаре, Кремена, Крупен, Крушари, Одринци, Орляк, Победа, Селце, Сенокос, Соколово, Тервел, Тригорци, Тюленово, Узово, Царичино, Шабла"
23.02.2021,"Балчик, Било, Бонево, Ваклино, Владимирово, Гурково, Добрич, Зимница, Каварна, Кочмар, Красен, Крушари, Ломница, Нова Камена, Росица, Тервел, Черна, Честименско, Шабла"
22.02.2021,"Балканци, Балчик, Безмер, Било, Добрич, Каварна, Калина, Кранево, Красен, Кремена, Одринци, Тервел, Тюленово, Царевец, Черна, Шабла"
21.02.2021,"Бдинци, Владимирово, Вратарите, Добрич, Орлова могила, Самуилово"
20.02.2021,"Балканци, Ваклино, Добрич, Котленци, Орляк, Пчеларово, Сноп, Тервел, Шабла"
19.02.2021,"Александрия, Балчик, Бистрец, Габер, Горун, Добрич, Жегларци, Загорци, Земенци, Котленци, Крушари, Ловчанци, Ново Ботево, Огняново, Орляк, Рогачево, Тервел, Тянево, Шабла"
18.02.2021,"Александрия, Балчик, Безмер, Бистрец, Божурец, Габер, Добрич, Загорци, Земенци, Каварна, Камен, Крупен, Крушари, Ловчанци, Огняново, Сенокос, Смолница, Стожер, Тервел, Шабла"
17.02.2021,"Балканци, Балчик, Батово, Бранище, Видно, Добрин, Добрич, Каварна, Кремена, Крушари, Паскалево, Пленимир, Полковник Свещарово, Тервел, Тянево, Шабла"
16.02.2021,"Алцек, Балчик, Безмер, Добрич, Драганово, Каварна, Самуилово, Северци, Сенокос, Спасово, Тервел, Шабла"
15.02.2021,"Балканци, Балчик, Великово, Владимирово, Воднянци, Граничар, Добрич, Каварна, Паскалево, Раковски, Тервел, Тригорци, Шабла"
12.02.2021,"Алцек, Видно, Врачанци, Добрич, Дончево, Каварна, Овчарово, Тянево, Царевец"
11.02.2021,"Балик, Балканци, Балчик, Видно, Врачанци, Добрич, Долина, Дуранкулак, Златия, Каварна, Козлодуйци, Малка Смолница, Ново Ботево, Оброчище, Орляк, Пчеларово, Рогачево, Свети Никола, Смолница, Сноп, Тервел, Тянево, Царевец, Шабла"
10.02.2021,"Балчик, Владимирово, Добрич, Карапелит, Котленци, Рогачево, Тервел, Шабла"
09.02.2021,"Александрия, Балчик, Било, Бобовец, Владимирово, Градини, Добрич, Дуранкулак, Жегларци, Житница, Каварна, Кардам, Крушари, Нейково, Славеево, Спасово, Стефан Караджа, Тервел, Шабла"
08.02.2021,"Балик, Балчик, Безводица, Бобовец, Ведрина, Великово, Горун, Добрич, Долина, Дуранкулак, Каварна, Камен, Кардам, Крушари, Паскалево, Самуилово, Северци, Спасово, Стражица, Тервел, Шабла"
07.02.2021,"Добрич, Тервел"
06.02.2021,"Добрич, Дуранкулак, Самуилово, Шабла"
05.02.2021,"Абрит, Балчик, Бобовец, Богдан, Великово, Горица, Горичане, Добрич, Змеево, Котленци, Крагулево, Крушари, Полковник Минково, Преселенци, Преспа, Стражица, Тервел, Царичино, Шабла"
04.02.2021,"Балчик, Богдан, Бранище, Видно, Вранино, Градини, Добрич, Дъбовик, Каварна, Котленци, Крагулево, Тервел"
03.02.2021,"Балчик, Видно, Вранино, Гурково, Добрин, Добрич, Изворово, Каварна, Карапелит, Конаре, Котленци, Крушари, Паскалево, Тервел, Тюленово, Шабла"
02.02.2021,"Балчик, Василево, Вранино, Гешаново, Гурково, Добрин, Добрич, Дончево, Каварна, Котленци, Крупен, Крушари, Миладиновци, Нова Камена, Попгруево, Сноп, Тервел, Църква"
01.02.2021,"Балчик, Богдан, Гурково, Добрич, Дропла, Каварна, Котленци, Крупен, Крушари, Лясково, Приморци, Пролез, Шабла"
31.01.2021,"Балчик, Добрич, Пролез, Царичино, Шабла"
30.01.2021,"Безводица, Добрич, Карапелит"
29.01.2021,"Балчик, Добрево, Добрич, Дропла, Дъбрава, Житница, Змеево, Котленци, Кремена, Преспа, Сенокос, Тервел"
28.01.2021,"Балканци, Балчик, Батово, Бранище, Врачанци, Горун, Гурково, Добрич, Долина, Дропла, Дъбрава, Златия, Змеево, Каварна, Камен, Камен бряг, Козлодуйци, Конаре, Кремена, Миладиновци, Одърци, Приморци, Пчелино, Раковски, Сенокос, Славеево, Соколник, Стефаново, Тригорци, Тюленово, Хаджи Димитър, Шабла"
27.01.2021,"Балчик, Батово, Бранище, Великово, Гурково, Добрич, Дропла, Дъбрава, Конаре, Кремена, Одърци, Преспа, Пчелино, Сенокос, Славеево, Стефаново, Тригорци"
26.01.2021,"Балчик, Бежаново, Бенковски, Ведрина, Добрич, Каварна, Крушари, Оброчище, Приморци, Рогозина, Свети Никола"
25.01.2021,"Балчик, Бенковски, Богдан, Вранино, Добрич, Долина, Езерец, Изворово, Каварна, Опанец, Приморци, Самуилово, Славеево, Соколово, Тервел, Челопечене, Шабла"
24.01.2021,"Балик, Балчик, Добрич, Приморци, Тервел"
23.01.2021,"Владимирово, Добрич"
22.01.2021,"Александрия, Безводица, Белгун, Великово, Видно, Владимирово, Добрич, Драганово, Изворово, Каварна, Калина, Коларци, Красен, Крушари, Одринци, Приморци, Спасово, Тервел, Шабла"
21.01.2021,"Балканци, Балчик, Божурово, Владимирово, Добрич, Езерец, Каварна, Конаре, Коритен, Крушари, Ново Ботево, Овчарово, Росеново, Септемврийци, Хаджи Димитър, Шабла"
20.01.2021,"Балчик, Белгун, Божурово, Ведрина, Великово, Градини, Гурково, Добрич, Дропла, Дуранкулак, Дъбрава, Каварна, Кардам, Крушари, Ново Ботево, Оброчище, Приморци, Росеново, Сенокос, Септемврийци, Сноп, Соколово, Тервел, Царичино, Шабла"
19.01.2021,"Ангеларий, Балик, Балканци, Балчик, Ведрина, Великово, Добрич, Езерец, Каварна, Коларци, Конаре, Нейково, Ново Ботево, Овчарово, Оногур, Писарово, Спасово, Тервел, Шабла"
18.01.2021,"Балчик, Владимирово, Вранино, Добрич, Дончево, Зърнево, Каварна, Карапелит, Кардам, Оброчище, Пленимир, Приморци, Пролез, Рогачево, Тервел, Шабла"
17.01.2021,"Ведрина, Добрич"
16.01.2021,"Балчик, Василево, Горун, Гурково, Добрич, Шабла"
15.01.2021,"Балчик, Бежаново, Ведрина, Градини, Добрич, Дончево, Каварна, Крушари, Методиево, Свети Никола, Телериг, Тервел, Царичино"
14.01.2021,"Абрит, Балчик, Ведрина, Дебрене, Добрич, Драганово, Каварна, Камен, Камен бряг, Крушари, Люляково, Нейково, Сърнец, Тервел, Шабла"
13.01.2021,"Балчик, Батово, Бежаново, Бранище, Василево, Ведрина, Гурково, Добрич, Драганово, Каварна, Калина, Одърци, Писарово, Приморци, Пчелино, Славеево, Смин, Стефаново, Шабла"
12.01.2021,"Батово, Бежаново, Бранище, Добрич, Каварна, Одърци, Опанец, Паскалево, Приморци, Пчелино, Славеево, Стефаново, Тервел, Хаджи Димитър"
11.01.2021,"Балчик, Белгун, Горичане, Горун, Добрич, Каварна, Овчарово, Опанец, Рогачево, Тервел, Шабла"
09.01.2021,"Бонево, Добрич, Кочмар, Тервел, Честименско"
08.01.2021,"Балчик, Бистрец, Добрич, Каварна, Крушари, Ловчанци, Одринци, Паскалево, Тервел"
07.01.2021,"Балчик, Бистрец, Добрич, Драганово, Езерец, Каварна, Карапелит, Кочмар, Крушари, Лозенец, Нейково, Пчелник, Септемврийци, Стефаново, Тервел, Шабла"
06.01.2021,"Балчик, Батово, Горун, Добрич, Драганово, Каварна, Карапелит, Кладенци, Кочмар, Крушари, Ловчанци, Оброчище, Писарово, Плачидол, Преселенци, Пчеларово, Септемврийци, Телериг, Тервел, Тригорци, Църква, Шабла"
05.01.2021,"Алцек, Балчик, Ведрина, Добрич, Жегларци, Каварна, Калина, Крушари, Ловчанци, Малка Смолница, Преселенци, Пчеларово, Смолница, Тервел, Тригорци, Шабла"
04.01.2021,"Балчик, Белгун, Бенковски, Великово, Добрич, Каварна, Калина, Преселенци, Пчелино, Средина, Стожер, Стражица, Шабла"
03.01.2021,Добрич
31.12.2020,"Балчик, Добрич, Каварна, Кранево, Красен, Крушари, Самуилово, Стражица"
30.12.2020,"Балчик, Гешаново, Добрич, Зограф, Каварна, Коритен, Крушари, Паскалево, Росеново, Свобода, Селце, Узово, Шабла"
29.12.2020,"Балчик, Богдан, Добрич, Каварна, Камен, Камен бряг, Медово, Ново Ботево, Царичино"
27.12.2020,"Балчик, Безводица, Добрич"
26.12.2020,"Балчик, Безводица, Добрич, Пчелино"
25.12.2020,"Добрич, Пчелино"
24.12.2020,"Балчик, Владимирово, Добрич, Оброчище"
23.12.2020,"Балчик, Богдан, Ведрина, Добрич, Дъбовик, Житница, Каварна, Крушари, Ловчанци, Селце, Смолница, Спасово, Телериг, Тервел, Шабла"
22.12.2020,"Алцек, Балчик, Божурово, Ведрина, Вранино, Врачанци, Градини, Добрич, Дропла, Зимница, Златия, Каварна, Козлодуйци, Кранево, Крушари, Плачидол, Приморци, Телериг, Хитово, Шабла"
21.12.2020,"Балчик, Батово, Бранище, Владимирово, Добрич, Дропла, Зърнево, Каварна, Кранево, Крушари, Ловчанци, Телериг, Тервел, Храброво, Шабла"
20.12.2020,"Добрич, Спасово"
18.12.2020,"Балчик, Безводица, Добрич, Дропла, Каварна, Кранево, Лясково, Нейково, Одърци, Сноп, Тянево, Черна, Шабла"
17.12.2020,"Балчик, Владимирово, Гурково, Добрич, Долина, Змеево, Каварна, Камен, Кочмар, Къпиново, Лясково, Овчарово, Орляк, Преселенци, Рогозина, Тервел, Тянево, Черна, Шабла"
16.12.2020,"Балчик, Безводица, Бобовец, Бранище, Гешаново, Добрич, Долина, Житен, Зограф, Йовково, Каварна, Огражден, Паскалево, Поручик Чунчево, Стражица, Тервел"
15.12.2020,"Алцек, Балчик, Бдинци, Видно, Вратарите, Гурково, Добрич, Дропла, Дъбрава, Змеево, Каварна, Малина, Паскалево, Сенокос, Стожер, Тервел, Тригорци, Тюленово, Шабла"
14.12.2020,"Балчик, Батово, Великово, Добрич, Драганово, Стожер"
12.12.2020,"Балчик, Белгун, Бранище, Добрич, Каварна, Лозенец, Люляково"
11.12.2020,"Балканци, Балчик, Бранище, Добрич, Земенци, Каварна, Крушари, Овчарово, Одринци, Преселенци, Рогозина, Свобода, Тервел, Тюленово, Шабла"
